datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_bird									urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34952		MVZ	Bird specimens			PreservedSpecimen			sex=male ; age=u ad.	urn:occurrence:Arctos:MVZ:Bird:43204:905546	43204		7530	Collector(s): Frank Stephens	http://arctos.database.museum/guid/MVZ:Bird:43204	1	male				wild caught		study skin		collector number=7530	<i>Molothrus ater obscurus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy									1922-04-23			113	1922	04	23	23 Apr 1922							North America, United States, California, San Diego County	North America				United States		California	San Diego County		Warm Spring below Vallecito	Warm Spring below Vallecito									Hasanthi P. Wijesekera		32.97/-116.3599			decimal degrees		32.97	-116.3599	North American Datum 1927	30						Hasanthi P. Wijesekera	2000-12-01 00:00:00.0	not recorded	Topozone USGS 1:100000	unverified																					Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy		A										Molothrus ater obscurus							Animalia Chordata Aves Passeriformes Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus					ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_bird									urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34952		MVZ	Bird specimens			PreservedSpecimen			sex=female ; age=u ad.	urn:occurrence:Arctos:MVZ:Bird:43205:556349	43205		7531	Collector(s): Frank Stephens	http://arctos.database.museum/guid/MVZ:Bird:43205	1	female				wild caught		study skin		collector number=7531	<i>Molothrus ater obscurus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy									1922-04-23			113	1922	04	23	23 Apr 1922							North America, United States, California, San Diego County	North America				United States		California	San Diego County		Warm Spring below Vallecito	Warm Spring below Vallecito									Hasanthi P. Wijesekera		32.97/-116.3599			decimal degrees		32.97	-116.3599	North American Datum 1927	30						Hasanthi P. Wijesekera	2000-12-01 00:00:00.0	not recorded	Topozone USGS 1:100000	unverified																					Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy		A										Molothrus ater obscurus							Animalia Chordata Aves Passeriformes Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus					ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_bird									urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34952		MVZ	Bird specimens			PreservedSpecimen			sex=female ; age=u ad.	urn:occurrence:Arctos:MVZ:Bird:8270:303705	8270		1852	Collector(s): Frank Stephens	http://arctos.database.museum/guid/MVZ:Bird:8270	1	female				wild caught		study skin		collector number=1852	<i>Molothrus ater obscurus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy									1909-05-19			139	1909	05	19	19 May 1909							North America, United States, California, San Diego County	North America				United States		California	San Diego County		Vallecito	Vallecito									James L. Patton		32.97/-116.36			decimal degrees		32.97	-116.36	North American Datum 1927	1000						James L. Patton	2000-08-22 00:00:00.0	not recorded	Topozone USGS 1:25000	unverified																					Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy		A										Molothrus ater obscurus							Animalia Chordata Aves Passeriformes Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus					ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""3"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:10380	10380	2 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		G.B.				fresh			native	present	eggs	in collection	377										1920-05-22		143	143	1920	5	22								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Diego, near Grantville	USA | California | San Diego | San Diego, near Grantville														decimal degrees		32.794627	-117.096926	WGS84	3374						Ryane Cox	8 January 2014	Georeferencing Quick Reference Guide	GEOLocate..http://www.zipmap.net/California/San_Diego_County/Z_Grantville.htm	requires verification	Georeferenced as defined locality because other named places are within the extent. Georeferenced current boundaries of Grantville																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""5"", ""incubation"":""not recorded"" }"	urn:catalog:WFVZ:Eggs:10385	10385	4 eggs of Yellow Warbler (Dendroica petechia); No additional data on card.		G.B.				not recorded			native	present	eggs | nest	in collection	3356										1921-06-18		169	169	1921	6	18								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego			USA | California | San Diego														decimal degrees		33.0199275	-116.841237	WGS84	84654						Tyner, Megan	18-Nov-2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Islands not included																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""2"", ""incubation"":""well started"" }"	urn:catalog:WFVZ:Eggs:10387	10387	1 egg of Bell's Vireo (Vireo bellii); Additional data on card.		Griffing Bancroft, Jr.				well started			native	present	eggs	in collection	1028										1921-05-26		146	146	1921	5	26								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Santee, Fanita Ranch; near	USA | California | San Diego | Santee, Fanita Ranch; near														decimal degrees		32.858328	-116.967686	WGS84	11012						Ryane Cox	10 December 2013	Georeferencing Quick Reference Guide	GEOLocate..http://www.goodanranch.org/pdf/Field_Guide.pdf	requires verification	I georeferenced El Cajon Valley because sources state it was in the El Cajon Valley but exact location could not be determined. I made sure Sycamore Canyon was included because this canyon wen through the Ranch.																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""3"", ""incubation"":""begun"" }"	urn:catalog:WFVZ:Eggs:10388	10388	2 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		E.E. Sechrist				begun			native	present	eggs	in collection	1/2-20 and 1/1 cowbird										1920-05-14		135	135	1920	5	14								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Diego, Mission Valley	USA | California | San Diego | San Diego, Mission Valley														decimal degrees		32.774355	-117.139713	WGS84	8412						Ryane Cox	12 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""3"", ""incubation"":""begun"" }"	urn:catalog:WFVZ:Eggs:10389	10389	Set contains 2 eggs of Lesser Goldfinch (Carduelis psaltria).  Additional data on card.  Eggs unavailable.		E.E. Sechrist				begun			native	present	c	voucher elsewhere	1/2-20 and 1/1-495A										1920-05-20		141	141	1920	5	20								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Mission Valley	USA | California | San Diego | Mission Valley														decimal degrees		32.774355	-117.139713	WGS84	8412						Ryane Cox	12 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""6"", ""incubation"":""begun"" }"	urn:catalog:WFVZ:Eggs:10390	10390	5 eggs of Lesser Goldfinch (Carduelis psaltria); Additional data on card.		E.E. Sechrist				begun			native	present	eggs	in collection	1/3-33 + 1 cowbird										1933-05-19		139	139	1933	5	19								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Bonita	USA | California | San Diego | Bonita														decimal degrees		32.663813	-117.025214	WGS84	5709						Ryane Cox	13 December 2013	Georeferencing Quick Reference Guide	GEOLocate..http://www.maptechnica.com/us-city-boundary-map/city/Bonita/state/CA/cityid/607414	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""started"" }"	urn:catalog:WFVZ:Eggs:10396	10396	2 eggs of Warbling Vireo (Vireo gilvus); Additional data on card.		Griffing Bancroft, Jr.				started			native	present	eggs | nest	in collection	1029										1921-05-26		146	146	1921	5	26								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Santee, Fanita Ranch; near	USA | California | San Diego | Santee, Fanita Ranch; near														decimal degrees		32.858328	-116.967686	WGS84	11012						Ryane Cox	10 December 2013	Georeferencing Quick Reference Guide	GEOLocate..http://www.goodanranch.org/pdf/Field_Guide.pdf	requires verification	I georeferenced El Cajon Valley because sources state it was in the El Cajon Valley but exact location could not be determined. I made sure Sycamore Canyon was included because this canyon wen through the Ranch.																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""3"", ""incubation"":""begun"" }"	urn:catalog:WFVZ:Eggs:10401	10401	2 eggs of Willow [Traill's] Flycatcher (Empidonax traillii); Additional data on card.		E.E. Sechrist				begun			native	present	eggs	in collection	1/2-30										1930-06-07		158	158	1930	6	7								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Bonita	USA | California | San Diego | Bonita														decimal degrees		32.663813	-117.025214	WGS84	5709						Ryane Cox	13 December 2013	Georeferencing Quick Reference Guide	GEOLocate..http://www.maptechnica.com/us-city-boundary-map/city/Bonita/state/CA/cityid/607414	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:10402	10402	3 eggs of Willow [Traill's] Flycatcher (Empidonax traillii); Additional data on card.		E.E. Sechrist				fresh			native	present	eggs	in collection	1/3-29 and 1/1										1929-06-14		165	165	1929	6	14								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Bonita	USA | California | San Diego | Bonita														decimal degrees		32.663813	-117.025214	WGS84	5709						Ryane Cox	13 December 2013	Georeferencing Quick Reference Guide	GEOLocate..http://www.maptechnica.com/us-city-boundary-map/city/Bonita/state/CA/cityid/607414	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""fresh in host, slight in cowbird"" }"	urn:catalog:WFVZ:Eggs:115563	115563	3 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		Nelson K. Carpenter				fresh in host, slight in cowbird			native	present	eggs	in collection	4-29										1929-05-14		134	134	1929	5	14								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Pasqual Valley	USA | California | San Diego | San Pasqual Valley														decimal degrees		33.088138	-116.980531	WGS84	6806						Ryane Cox	8 January 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	I georeferenced all of San Pasqaul Valley																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""3"", ""incubation"":""advanced"" }"	urn:catalog:WFVZ:Eggs:1354	1354	2 eggs of Common Yellowthroat (Geothlypis trichas); Additional data on card.		Ed N. Harrison				advanced			native	present	eggs	in collection	1354										1936-05-11		132	132	1936	5	11								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Bonsall, 1 mile north of	USA | California | San Diego | Bonsall, 1 mile north of														decimal degrees		33.2919204	-117.197426	WGS84	7475						Ryane Cox	17 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Georeferenced for one mile north of the geographic center of the city																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""6"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:149223	149223	4 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		Edward M. Hall				fresh			native	present	eggs | nest	in collection	1/4 - 52										1952-06-22		174	174	1952	6	22								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Luis Rey River	USA | California | San Diego | San Luis Rey River														decimal degrees		33.295992	-116.976039	WGS84	41228						Ryane Cox	2 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	San Luis Rey extends beyond Lake Henshaw. I georeferenced the entire river																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:462	462	2 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		Ed N. Harrison				fresh			native	present	eggs	in collection	462										1932-06-12		164	164	1932	6	12								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Lake Hodges, southeast side of Upper	USA | California | San Diego | Lake Hodges, southeast side of Upper														decimal degrees		33.057466	-117.085422	WGS84	5312						Ryane Cox	24 October 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	"I georeferenced the entire lake because ""sotheast side"" changes year to year. I used the historical size of the lake and not the current size."																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""advanced"" }"	urn:catalog:WFVZ:Eggs:52774	52774	3 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		John Burnham				advanced			native	present	eggs | nest	in collection	274										1921-05-07		127	127	1921	5	7								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Diego, Rose Canyon	USA | California | San Diego | San Diego, Rose Canyon														decimal degrees		32.865319	-117.187327	WGS84	7772						Ryane Cox	2 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Canyon has a 90 degree bend which is why the uncertainty is so high																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""5"", ""incubation"":""Large embryos"" }"	urn:catalog:WFVZ:Eggs:5617	5617	Includes 4 Icterus cucullatus californicus eggs. Additional data on card.		Ed N. Harrison				Large embryos			native	present	eggs	in collection	2248										1941-06-10		161	161	1941	6	10								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Encinitas	USA | California | San Diego | Encinitas														decimal degrees		33.045574	-117.253173	WGS84	7739						Ryane Cox	28 October 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	I moved the coordinates to the geographic center.																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""5"", ""incubation"":""slight"" }"	urn:catalog:WFVZ:Eggs:56940	56940	4 eggs of Common Yellowthroat (Geothlypis trichas); Additional data on card.		Nelson K. Carpenter				slight			native	present	eggs	in collection	2-29										1929-05-22		142	142	1929	5	22								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Pasqual, Woods Grove	USA | California | San Diego | San Pasqual, Woods Grove	350ft	106.68	106.68											decimal degrees		33.088138	-116.980531	WGS84	6806						Ryane Cox	8 January 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Could not locate Woods Grove so I georeferenced all of San Pasqual Valley.																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""6"", ""incubation"":""advanced"" }"	urn:catalog:WFVZ:Eggs:5818	5818	5 eggs of American Goldfinch (Carduelis tristis); Additional data on card.		Ed N. Harrison				advanced			native	present	eggs	in collection	698										1935-05-24		144	144	1935	5	24								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Bonsall, 1 mile northeast of	USA | California | San Diego | Bonsall, 1 mile northeast of														decimal degrees		33.2876704	-117.1852106	WGS84	7067						Ryane Cox	17 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Georeferenced for one mile northeast of the geographic center of the city																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""6"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:582	582	4 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		T.S. Harrison				fresh			native	present	eggs	in collection	582										1932-06-24		176	176	1932	6	24								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Lake Hodges, northeast side of Upper	USA | California | San Diego | Lake Hodges, northeast side of Upper														decimal degrees		33.057466	-117.085422	WGS84	5312						Ryane Cox	24 October 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	"I georeferenced the entire lake because ""Northeast shore"" changes year to year. I used the historical size of the lake and not the current size."																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""cowbird fresh, host broken"" }"	urn:catalog:WFVZ:Eggs:584	584	2 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		Ed N. Harrison				cowbird fresh, host broken			native	present	eggs	in collection	584										1932-06-24		176	176	1932	6	24								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Lake Hodges, northwest shore of Upper	USA | California | San Diego | Lake Hodges, northwest shore of Upper														decimal degrees		33.057466	-117.085422	WGS84	5312						Ryane Cox	24 October 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	"I georeferenced the entire lake because ""Northwest shore"" changes year to year. I used the historical size of the lake and not the current size."																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:65006	65006	3 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		May Cranfield				fresh			native	present	eggs	in collection	C 58										1915-05-18		138	138	1915	5	18								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Sweetwater Junction	USA | California | San Diego | Sweetwater Junction														decimal degrees		32.658413	-117.082716	WGS84	1127						Ryane Cox	6 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Sweetwater Junction was located where the current 2nd Ave Bridge is located between National City and Chula Vista http://www.sunnycv.com/steve/local/nc/27.html																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""3"", ""incubation"":""not recorded"" }"	urn:catalog:WFVZ:Eggs:6673	6673	2 eggs of Warbling Vireo (Vireo gilvus); Additional data on card.		Griffing Bancroft				not recorded			native	present	eggs | nest	in collection	3331										1923-05-19		139	139	1923	5	19								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		Lakeside, riparian willows associations of the San Diego River	USA | California | San Diego | Lakeside, riparian willows associations of the San Diego River														decimal degrees		32.872648	-116.915639	WGS84	5457						Ryane Cox	23 January 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Georeferenced part of River that flows within extent of Lakeside																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""1"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:71195	71195	0 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		John Burnham				fresh			native	present	eggs	in collection	105										1920-06-20		172	172	1920	6	20								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		El Cajon	USA | California | San Diego | El Cajon														decimal degrees		32.798183	-116.94931	WGS84	7204						Ryane Cox	28 October 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification	I moved the coordinates to the geographic center.																																			Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""4"", ""incubation"":""fresh"" }"	urn:catalog:WFVZ:Eggs:72365	72365	3 eggs of Bell's Vireo (Vireo bellii); Additional data on card.		Walter Mackinnon				fresh			native	present	eggs | nest	in collection	480										1915-05-16		136	136	1915	5	16								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		National City, near	USA | California | San Diego | National City, near														decimal degrees		32.670113	-117.087	WGS84	4980						Ryane Cox	5 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds									urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""5"", ""incubation"":""started"" }"	urn:catalog:WFVZ:Eggs:75518	75518	4 eggs of Lesser Goldfinch (Carduelis psaltria); Additional data on card.		Charles A. Potter				started			native	present	eggs	in collection	1/4										1933-05-07		127	127	1933	5	7								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Diego, Mission Valley	USA | California | San Diego | San Diego, Mission Valley														decimal degrees		32.774355	-117.139713	WGS84	8412						Ryane Cox	12 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification																																				Molothrus ater obscurus							Icteridae	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	obscurus	subspecies			Brown-headed Cowbird	ICZN			
